Date,Close,High,P_H,Low,P_L,Signal,asset1_returns,strategy_returns
2022-09-19 11:32:00,3879.5,3879.75,3879.851839598892,3879.5,3879.75,-1,,
2022-09-19 11:32:02,3879.5,3879.5,3879.5,3879.5,3879.392639997834,0,0.0,-0.0
2022-09-19 11:32:04,3880.5,3880.5,3879.898653126519,3879.75,3879.75,0,0.00025776517592479564,0.0
2022-09-19 11:32:06,3880.25,3880.5,3880.5506261565542,3880.25,3880.386913007354,-1,-6.442468754030983e-05,-0.0
2022-09-19 11:32:08,3881.0,3881.0,3881.0,3881.0,3880.782118408246,0,0.0001932865150442442,-0.0001932865150442442
2022-09-19 11:32:10,3881.5,3881.5,3881.270924079289,3881.0,3881.0,0,0.0001288327750579299,0.0
2022-09-19 11:32:12,3882.0,3882.0,3881.900193832029,3881.75,3881.72715158306,1,0.00012881617931204126,0.0
2022-09-19 11:32:14,3881.75,3881.75,3881.925621051816,3881.75,3881.75,0,-6.439979392069972e-05,-6.439979392069972e-05
2022-09-19 11:32:16,3881.0,3881.25,3881.348598560885,3881.0,3881.24356882673,-1,-0.00019321182456366603,-0.0
2022-09-19 11:32:18,3881.5,3881.5,3881.2676195232734,3881.25,3881.15153526908,1,0.0001288327750579299,-0.0001288327750579299
2022-09-19 11:32:20,3881.75,3881.75,3881.7532726661434,3881.75,3881.6080072171862,0,6.440808965613165e-05,6.440808965613165e-05
2022-09-19 11:32:22,3881.75,3881.75,3881.5612009453735,3881.25,3881.25,0,0.0,0.0
2022-09-19 11:32:24,3882.0,3882.0,3881.91179460638,3881.75,3881.75,0,6.4403941521185e-05,0.0
2022-09-19 11:32:26,3882.0,3882.5,3882.5,3882.0,3882.1968420567714,0,0.0,0.0
2022-09-19 11:32:28,3881.75,3882.0,3882.020137295026,3881.75,3881.859727736961,-1,-6.439979392069972e-05,-0.0
2022-09-19 11:32:30,3882.25,3882.25,3882.082816207808,3882.0,3881.905671534273,1,0.00012880788304237,-0.00012880788304237
2022-09-19 11:32:32,3882.0,3882.25,3882.283969272649,3882.0,3882.102196110912,-1,-6.439564685423171e-05,-6.439564685423171e-05
2022-09-19 11:32:34,3882.25,3882.25,3882.275934909898,3882.25,3882.112277096278,0,6.439979392069972e-05,-6.439979392069972e-05
2022-09-19 11:32:36,3882.0,3882.25,3882.269393823733,3882.0,3882.1088502903935,-1,-6.439564685423171e-05,-0.0
2022-09-19 11:32:38,3881.5,3881.5,3881.6514635211497,3881.5,3881.5,0,-0.00012879958784128842,0.00012879958784128842
2022-09-19 11:32:40,3881.0,3881.25,3881.256861769341,3881.0,3881.100157329861,-1,-0.00012881617931215228,-0.0
2022-09-19 11:32:42,3880.75,3881.0,3881.0,3880.75,3880.795847378414,0,-6.441638752896495e-05,6.441638752896495e-05
2022-09-19 11:32:44,3881.25,3881.25,3881.030938237088,3881.0,3880.9104223078944,1,0.00012884107453459137,0.0
2022-09-19 11:32:46,3881.25,3881.25,3881.3436768144975,3881.25,3881.204603006604,0,0.0,0.0
2022-09-19 11:32:48,3881.5,3881.5,3881.5515794590574,3881.5,3881.3950391100616,0,6.441223832531762e-05,0.0
2022-09-19 11:32:50,3881.5,3881.5,3881.6058741714496,3881.5,3881.457049504196,0,0.0,0.0
2022-09-19 11:32:52,3881.0,3881.25,3881.312179757762,3881.0,3881.175320628638,-1,-0.00012881617931215228,-0.0
2022-09-19 11:32:54,3881.0,3881.0,3880.901244260331,3880.75,3880.75,0,0.0,-0.0
2022-09-19 11:32:56,3881.5,3881.5,3881.5,3881.5,3881.2999473806153,0,0.0001288327750579299,0.0
2022-09-19 11:32:58,3881.5,3881.75,3881.75,3881.5,3881.5504832309393,0,0.0,0.0
2022-09-19 11:33:00,3881.5,3881.75,3881.7577724666808,3881.5,3881.526303142572,-1,0.0,0.0
2022-09-19 11:33:02,3881.75,3881.75,3881.667891554922,3881.5,3881.4565039558943,1,6.440808965613165e-05,-6.440808965613165e-05
2022-09-19 11:33:04,3882.0,3882.0,3882.0332620242143,3882.0,3881.8855294089126,0,6.4403941521185e-05,6.4403941521185e-05
2022-09-19 11:33:06,3883.0,3883.0,3882.485281071952,3882.25,3882.25,0,0.00025759917568257684,0.0
2022-09-19 11:33:08,3882.75,3882.75,3882.933873695616,3882.75,3882.75,0,-6.438320885915338e-05,-0.0
2022-09-19 11:33:10,3882.75,3882.75,3882.8392663980503,3882.75,3882.708834180887,0,0.0,0.0
2022-09-19 11:33:12,3882.0,3882.25,3882.337680124245,3882.0,3882.220927264754,-1,-0.00019316206297081973,-0.0
2022-09-19 11:33:14,3882.25,3882.5,3882.5,3882.25,3882.204918187321,0,6.439979392069972e-05,-6.439979392069972e-05
2022-09-19 11:33:16,3882.25,3882.25,3882.2883496622817,3882.25,3882.144288781303,0,0.0,0.0
2022-09-19 11:33:18,3881.75,3882.25,3882.25,3881.75,3882.022797508696,0,-0.00012879129370857445,-0.0
2022-09-19 11:33:20,3882.0,3882.0,3882.0,3882.0,3881.8344345755663,0,6.4403941521185e-05,0.0
2022-09-19 11:33:22,3882.0,3882.0,3882.068481957837,3882.0,3881.905820474999,0,0.0,0.0
2022-09-19 11:33:24,3881.75,3882.0,3882.005205719064,3881.75,3881.8388474484177,-1,-6.439979392069972e-05,-0.0
2022-09-19 11:33:26,3882.25,3882.25,3882.066000131499,3882.0,3881.922528251195,1,0.00012880788304237,-0.00012880788304237
2022-09-19 11:33:28,3882.5,3882.5,3882.517047183709,3882.5,3882.391626505555,0,6.439564685423171e-05,6.439564685423171e-05
2022-09-19 11:33:30,3882.25,3882.25,3882.3792139579073,3882.25,3882.25,0,-6.439150032200303e-05,-0.0
2022-09-19 11:33:32,3882.75,3882.75,3882.580230709005,3882.5,3882.4317263622206,1,0.00012879129370846343,0.0
2022-09-19 11:33:34,3882.75,3882.75,3882.82267167787,3882.75,3882.6986606508194,0,0.0,0.0
2022-09-19 11:33:36,3883.0,3883.0,3882.870520099338,3882.75,3882.75,0,6.438735432356957e-05,0.0
2022-09-19 11:33:38,3883.25,3883.25,3883.0018181922633,3882.75,3882.75,0,6.438320885915338e-05,0.0
2022-09-19 11:33:40,3883.25,3883.25,3883.331751235589,3883.25,3883.2112702000654,0,0.0,0.0
2022-09-19 11:33:42,3884.0,3884.0,3883.669323669044,3883.5,3883.5,0,0.0001931371917851532,0.0
