Date,Close,High,P_H,Low,P_L,Signal,asset1_returns,strategy_returns
2022-10-03 12:33:10,3663.75,3663.75,3663.843521289092,3663.75,3663.6845356315766,0,,
2022-10-03 12:33:12,3664.0,3664.0,3664.028136156805,3664.0,3663.874612044952,0,6.82360968953244e-05,0.0
2022-10-03 12:33:14,3663.75,3663.75,3663.873444496842,3663.75,3663.713577610338,0,-6.823144104806111e-05,-0.0
2022-10-03 12:33:16,3664.0,3664.0,3663.856568887363,3663.75,3663.699937548936,1,6.82360968953244e-05,0.0
2022-10-03 12:33:18,3664.0,3664.0,3664.064959100268,3664.0,3663.9073521640753,0,0.0,0.0
2022-10-03 12:33:20,3663.5,3663.75,3663.8016722309776,3663.5,3663.64650225645,-1,-0.00013646288209612223,-0.0
2022-10-03 12:33:22,3663.5,3663.75,3663.75,3663.5,3663.53450985754,0,0.0,-0.0
2022-10-03 12:33:24,3663.5,3663.5,3663.53922516209,3663.5,3663.397446849756,0,0.0,0.0
2022-10-03 12:33:26,3663.5,3663.5,3663.561768128942,3663.5,3663.416579652712,0,0.0,0.0
2022-10-03 12:33:28,3663.5,3663.5,3663.579731989013,3663.5,3663.43264591771,0,0.0,0.0
2022-10-03 12:33:30,3663.5,3663.5,3663.4499142507343,3663.25,3663.25,0,0.0,0.0
2022-10-03 12:33:32,3663.5,3663.5,3663.4501383664697,3663.25,3663.25,0,0.0,0.0
2022-10-03 12:33:34,3663.5,3663.5,3663.5817589054095,3663.5,3663.4257665275873,0,0.0,0.0
2022-10-03 12:33:36,3663.25,3663.25,3663.383274618452,3663.25,3663.21938624951,0,-6.824075337796831e-05,-0.0
2022-10-03 12:33:38,3663.5,3663.5,3663.518743011613,3663.5,3663.367562321245,0,6.824541049610389e-05,0.0
2022-10-03 12:33:40,3663.75,3663.75,3663.792545436813,3663.75,3663.634510035984,0,6.824075337785729e-05,0.0
2022-10-03 12:33:42,3664.0,3664.0,3663.8010910614007,3663.5,3663.5,0,6.82360968953244e-05,0.0
2022-10-03 12:33:44,3664.25,3664.25,3664.295655576813,3664.25,3664.13759853183,0,6.823144104806111e-05,0.0
2022-10-03 12:33:46,3664.25,3664.25,3664.220990464772,3664.0,3664.0,0,0.0,0.0
2022-10-03 12:33:48,3664.25,3664.25,3664.325924883152,3664.25,3664.156171781104,0,0.0,0.0
2022-10-03 12:33:50,3664.25,3664.25,3664.341511536499,3664.25,3664.160752181404,0,0.0,0.0
