Date,BidAsk,Vol,Open,High,Low,Close
2022-10-27 14:42:00,-148,30.0,11260.75,11261.0,11244.25,11250.0
2022-10-27 14:45:00,74,15.0,11249.75,11252.75,11243.0,11249.0
2022-10-27 14:48:00,-136,30.0,11248.5,11253.75,11237.75,11245.75
2022-10-27 14:51:00,53,4.0,11245.5,11247.75,11235.75,11245.0
2022-10-27 14:54:00,-181,7.0,11244.5,11253.0,11236.25,11239.0
2022-10-27 14:57:00,-23,15.0,11239.0,11245.5,11233.25,11243.25
2022-10-27 15:00:00,530,28.0,11243.5,11265.5,11240.75,11259.5
2022-10-27 15:03:00,30,19.0,11259.0,11266.5,11256.25,11259.25
2022-10-27 15:06:00,-266,24.0,11258.75,11265.25,11240.75,11243.0
2022-10-27 15:09:00,-500,15.0,11242.5,11243.25,11220.25,11232.5
2022-10-27 15:12:00,125,16.0,11232.75,11252.0,11231.25,11248.0
2022-10-27 15:15:00,128,24.0,11247.5,11260.75,11246.0,11251.75
2022-10-27 15:18:00,189,18.0,11251.75,11268.75,11250.25,11262.5
2022-10-27 15:21:00,-46,41.0,11262.25,11271.5,11259.0,11264.5
2022-10-27 15:24:00,-77,8.0,11264.25,11271.25,11257.5,11263.25
2022-10-27 15:27:00,142,7.0,11263.75,11271.5,11256.25,11268.75
2022-10-27 15:30:00,459,25.0,11268.5,11284.25,11258.25,11282.25
2022-10-27 15:33:00,-270,20.0,11281.75,11282.75,11264.25,11267.0
2022-10-27 15:36:00,-143,27.0,11267.5,11271.5,11258.25,11265.75
2022-10-27 15:39:00,-14,10.0,11266.5,11270.5,11258.75,11260.75
2022-10-27 15:42:00,-70,10.0,11261.25,11270.25,11257.75,11263.75
2022-10-27 15:45:00,-126,54.0,11263.75,11267.0,11252.25,11252.5
2022-10-27 15:48:00,123,16.0,11253.0,11270.0,11247.25,11257.25
2022-10-27 15:51:00,-187,15.0,11256.75,11256.75,11237.0,11239.0
2022-10-27 15:54:00,-63,16.0,11239.25,11242.75,11220.25,11223.0
2022-10-27 15:57:00,-282,36.0,11222.5,11244.25,11222.0,11240.25
2022-10-27 16:00:00,-1610,78.0,11240.0,11251.0,11070.75,11088.25
2022-10-27 16:03:00,-326,32.0,11088.25,11111.25,11058.75,11081.5
2022-10-27 16:06:00,-164,58.0,11081.25,11095.0,11050.5,11058.0
2022-10-27 16:09:00,-432,16.0,11059.5,11065.0,11035.5,11051.5
2022-10-27 16:12:00,29,24.0,11053.0,11070.25,11046.25,11058.75
2022-10-27 16:15:00,-282,12.0,11058.5,11063.0,11027.5,11028.25
2022-10-27 16:18:00,16,25.0,11027.5,11041.0,11023.25,11024.0
2022-10-27 16:21:00,-200,15.0,11024.5,11036.75,10996.75,11003.0
2022-10-27 16:24:00,-79,53.0,11002.0,11012.5,11000.75,11003.25
2022-10-27 16:27:00,-113,22.0,11002.75,11017.0,10992.25,11013.5
2022-10-27 16:30:00,-510,130.0,11013.0,11107.5,10921.5,10961.5
2022-10-27 16:33:00,346,58.0,10961.25,11100.0,10961.0,11036.25
2022-10-27 16:36:00,688,30.0,11036.25,11090.0,11036.25,11084.0
2022-10-27 16:39:00,285,20.0,11081.25,11103.75,11062.75,11099.25
2022-10-27 16:42:00,-145,13.0,11098.75,11099.75,11061.5,11076.25
2022-10-27 16:45:00,72,15.0,11075.25,11104.75,11075.0,11079.25
2022-10-27 16:48:00,-142,10.0,11078.5,11095.75,11074.5,11085.0
2022-10-27 16:51:00,308,12.0,11085.25,11120.25,11080.25,11115.0
2022-10-27 16:54:00,-195,20.0,11114.0,11114.5,11098.0,11098.0
2022-10-27 16:57:00,181,44.0,11098.0,11114.75,11092.0,11095.5
2022-10-27 18:00:00,-30,219.0,11122.75,11149.0,11122.75,11143.25
2022-10-27 18:03:00,-61,7.0,11143.25,11149.0,11131.25,11138.0
2022-10-27 18:06:00,276,6.0,11138.0,11155.0,11137.0,11153.25
2022-10-27 18:09:00,427,27.0,11153.75,11189.75,11152.5,11182.25
2022-10-27 18:12:00,-368,8.0,11181.25,11182.25,11156.75,11160.75
2022-10-27 18:15:00,167,4.0,11160.75,11168.25,11156.75,11167.0
2022-10-27 18:18:00,-112,10.0,11167.0,11169.75,11153.25,11155.0
2022-10-27 18:21:00,143,3.0,11154.25,11163.75,11151.5,11161.25
2022-10-27 18:24:00,37,7.0,11161.5,11163.25,11157.25,11160.0
2022-10-27 18:27:00,10,3.0,11159.5,11161.0,11153.5,11157.25
2022-10-27 18:30:00,31,10.0,11158.25,11160.25,11151.25,11159.0
