Date,Close,High,P_H,Low,P_L,Signal,asset1_returns,strategy_returns
2022-09-19 11:34:00,3881.25,3882.75,3885.110201541097,3881.0,3879.5566392522137,0,,
2022-09-19 11:35:00,3878.75,3881.25,3883.065820229327,3878.0,3877.051745102901,0,-0.0006441223832528431,-0.0
2022-09-19 11:36:00,3877.75,3880.0,3880.355491396076,3876.75,3875.981616928269,0,-0.0002578150177248162,-0.0
2022-09-19 11:37:00,3875.5,3878.5,3879.6550669883895,3874.75,3876.8737244286153,1,-0.0005802333827605866,-0.0
2022-09-19 11:38:00,3875.25,3875.25,3877.8101931885326,3875.25,3875.25,0,-6.45078054444248e-05,-6.45078054444248e-05
